year,quarter,date,GDP,GDP_growth_qt,GDP_growth_yr,RDI,RDI_growth,inflation,unemployment,stock_open,stock_close,stock_volume
1943,4,NA,NA,NA,NA,NA,NA,NA,NA,11.71333333,11.53333333,0
1944,1,NA,NA,NA,NA,NA,NA,NA,NA,11.78666667,11.89666667,0
1944,2,NA,NA,NA,NA,NA,NA,NA,NA,12.07666667,12.4,0
1944,3,NA,NA,NA,NA,NA,NA,NA,NA,12.91666667,12.75666667,0
1944,4,NA,NA,NA,NA,NA,NA,NA,NA,12.81,12.96333333,0
1945,1,NA,NA,NA,NA,NA,NA,NA,NA,13.71666667,13.79333333,0
1945,2,NA,NA,NA,NA,NA,NA,NA,NA,14.53,14.90666667,0
1945,3,NA,NA,NA,NA,NA,NA,NA,NA,15.07333333,15.40666633,0
1945,4,NA,NA,NA,NA,NA,NA,NA,NA,16.88000067,17.06666733,0
1946,1,NA,NA,NA,NA,NA,NA,NA,NA,17.69999933,17.963334,0
1946,2,NA,NA,NA,NA,NA,NA,NA,NA,18.60666567,18.79,0
1946,3,NA,NA,NA,NA,NA,NA,NA,NA,17.18333367,16.523333,0
1946,4,NA,NA,NA,NA,NA,NA,NA,NA,14.81,14.94,0
1947,1,NA,2033.061,NA,NA,NA,NA,21.7,NA,15.47,15.42,0
1947,2,NA,2027.639,-0.266691457,NA,NA,NA,22.01,NA,14.74,14.74666667,0
1947,3,NA,2023.452,-0.206496324,NA,NA,NA,22.49,NA,15.54333333,15.39666667,0
1947,4,NA,2055.103,1.564208096,NA,NA,NA,23.12666667,NA,15.23,15.23666667,0
1948,1,1/1/48,2086.017,1.504255504,2.60474,NA,NA,23.61666667,3.733333333,14.70666667,14.56333333,0
1948,2,4/1/48,2120.45,1.650657689,4.57729,NA,NA,23.99333333,3.666666667,15.82,16.30333367,0
1948,3,7/1/48,2132.598,0.572897262,5.39405,NA,NA,24.39666667,3.766666667,16.236667,15.77,0
1948,4,10/1/48,2134.981,0.111741641,3.88681,NA,NA,24.17333333,3.833333333,15.79333367,15.48333333,0
1949,1,1/1/49,2105.562,-1.377951373,0.93695,NA,NA,23.94333333,4.666666667,15,14.96666667,0
1949,2,4/1/49,2098.38,-0.341096581,-1.04082,NA,NA,23.91666667,5.866666667,14.62,14.35333333,0
1949,3,7/1/49,2120.044,1.032415482,-0.58867,NA,NA,23.71666667,6.7,14.89666667,15.28,0
1949,4,10/1/49,2102.251,-0.839275034,-1.53303,NA,NA,23.66,6.966666667,15.98333367,16.296667,0
1950,1,1/1/50,2184.872,3.930120618,3.76669,NA,NA,23.58666667,6.4,16.983333,17.18666633,38803333.33
1950,2,4/1/50,2251.507,3.049835414,7.29739,NA,NA,23.76666667,5.566666667,18.10999967,18.18000067,46330000
1950,3,7/1/50,2338.514,3.864389496,10.30497,NA,NA,24.20333333,4.633333333,18.06999933,18.57000033,40686666.67
1950,4,10/1/50,2383.291,1.914762965,13.36853,NA,NA,24.69333333,4.233333333,19.63666667,19.816667,50790000
1951,1,1/1/51,2415.66,1.358163984,10.563,NA,NA,25.69666667,3.5,21.46333333,21.61999967,48973333.33
1951,2,4/1/51,2457.517,1.732735567,9.14987,NA,NA,25.94666667,3.1,21.776667,21.63666633,37483333.33
1951,3,7/1/51,2508.166,2.060982691,7.25469,NA,NA,25.93333333,3.166666667,22.296667,22.98000033,32680000
1951,4,10/1/51,2513.69,0.220240606,5.47138,NA,NA,26.31666667,3.366666667,23.17,23.19666667,35606666.67
1952,1,1/1/52,2540.55,1.068548628,5.17002,NA,NA,26.41666667,3.066666667,23.793333,23.92333333,32750000
1952,2,4/1/52,2546.022,0.215386432,3.6014,NA,NA,26.48666667,2.966666667,23.71666633,24.04666667,26140000
1952,3,7/1/52,2564.401,0.721871217,2.24208,NA,NA,26.66666667,3.233333333,25.24000067,24.99000067,23030000
1952,4,10/1/52,2648.621,3.284197752,5.36785,NA,NA,26.69666667,2.833333333,24.92,25.58333333,32210000
1953,1,1/1/53,2697.855,1.858854098,6.19177,NA,NA,26.62,2.7,26.326667,25.85666667,35580000
1953,2,4/1/53,2718.709,0.772984464,6.78262,NA,NA,26.72,2.566666667,24.71,24.43333367,28726666.67
1953,3,7/1/53,2703.411,-0.562693543,5.42076,NA,NA,26.84333333,2.733333333,24.16666667,23.80666667,24426666.67
1953,4,10/1/53,2662.482,-1.513976232,0.52333,NA,NA,26.89,3.7,24.31000033,24.70333333,29500000
1954,1,1/1/54,2649.755,-0.478012621,-1.7829,NA,NA,26.95333333,5.266666667,25.73000033,26.39000033,36910000
1954,2,4/1/54,2652.643,0.108991209,-2.43005,NA,NA,26.91,5.8,28.19,28.88666667,42543333.33
1954,3,7/1/54,2682.601,1.129364185,-0.76977,NA,NA,26.84,5.966666667,30.08,31.00666667,49986666.67
1954,4,10/1/54,2735.091,1.956683085,2.72712,NA,NA,26.75666667,5.333333333,32.69000133,33.96666733,61220000
1955,1,1/1/55,2813.212,2.856248659,6.16876,NA,NA,26.79333333,4.733333333,36.76666767,36.656667,67080000
1955,2,4/1/55,2858.988,1.627179182,7.77885,NA,NA,26.75666667,4.4,37.65000033,38.966666,52453333.33
1955,3,7/1/55,2897.598,1.350477861,8.0145,NA,NA,26.77666667,4.1,42.496666,43.456666,50116666.67
1955,4,10/1/55,2914.993,0.600324821,6.57755,NA,NA,26.85666667,4.233333333,43.373333,44.44333267,46500000
1956,1,1/1/56,2903.671,-0.388405735,3.21551,NA,NA,26.86,4.033333333,44.91,45.88,51280000
1956,2,4/1/56,2927.665,0.826333286,2.40214,NA,NA,27.03666667,4.2,47.480001,46.850001,48163333.33
1956,3,7/1/56,2925.035,-0.089832682,0.94689,NA,NA,27.31666667,4.133333333,48.146666,47.416665,42440000
1956,4,10/1/56,2973.179,1.645929023,1.99609,NA,NA,27.55,4.133333333,45.73333367,45.77666733,43393333.33
1957,1,1/1/57,2992.219,0.640391984,3.04952,NA,NA,27.77666667,3.933333333,44.853334,44.03,40430000
1957,2,4/1/57,2985.663,-0.21910161,1.98103,NA,NA,28.01333333,4.1,45.84333267,46.846667,48106666.67
1957,3,7/1/57,3014.919,0.97988286,3.07292,NA,NA,28.26333333,4.233333333,46.88666667,45.183333,42170000
1957,4,10/1/57,2983.727,-1.034588326,0.35477,NA,NA,28.4,4.933333333,41.51999933,40.92333467,55533333.33
1958,1,1/1/58,2906.274,-2.595847408,-2.87228,NA,NA,28.73666667,6.3,41.166668,41.54666633,45566666.67
1958,2,4/1/58,2925.379,0.657370915,-2.01912,NA,NA,28.93,7.366666667,43.26000067,44.256667,53660000
1958,3,7/1/58,2993.068,2.313854034,-0.72476,NA,NA,28.91333333,7.333333333,46.92333367,48.33333333,67890000
1958,4,10/1/58,3063.085,2.339305355,2.65969,NA,NA,28.94333333,6.366666667,51.41,53.006667,81770000
1959,1,1/1/59,3121.936,1.921298299,7.42057,2195.8,NA,28.99333333,5.833333333,55.45999933,55.43333333,77153333.33
1959,2,4/1/59,3192.38,2.256420375,9.12706,2231.233333,0.016136867,29.04333333,5.1,57.323334,58.246667,70366666.67
1959,3,7/1/59,3194.653,0.071200797,6.73506,2228.2,-0.001359487,29.19333333,5.266666667,59.51666633,58.99666567,59816666.67
1959,4,10/1/59,3203.759,0.285038782,4.59256,2244.033333,0.007105885,29.37,5.6,57.68333333,58.56333267,66013333.33
1960,1,1/1/60,3275.757,2.247297628,4.9271,2269.966667,0.011556572,29.39666667,5.133333333,57.29333233,55.69,63376666.67
1960,2,4/1/60,3258.088,-0.539386774,2.05828,2284.633333,0.006461182,29.57333333,5.233333333,55.15,55.70666633,67523333.33
1960,3,7/1/60,3274.029,0.489274691,2.48465,2289,0.001911321,29.59,5.533333333,56.56,55.329999,60010000
1960,4,10/1/60,3232.009,-1.283433959,0.88178,2288.033333,-4.22E-04,29.78,6.266666667,54.19999967,55.68000033,64570000
1961,1,1/1/61,3253.826,0.675029061,-0.66949,2309.633333,0.009440422,29.84,6.8,60.96666733,63.42666533,98930000
1961,2,4/1/61,3309.059,1.697478599,1.56445,2344.733333,0.015197217,29.83,7,65.77666467,65.50333167,90596666.67
1961,3,7/1/61,3372.581,1.91963939,3.01011,2375.966667,0.013320633,29.94666667,6.766666667,66.92333467,67.18666833,68716666.67
1961,4,10/1/61,3438.721,1.961109311,6.39577,2422.233333,0.019472776,29.99,6.2,69.093333,70.49666867,81043333.33
1962,1,1/1/62,3500.054,1.783599193,7.56734,2446.133333,0.009866927,30.10666667,5.633333333,70.116666,69.44999933,71786666.67
1962,2,4/1/62,3531.683,0.903671772,6.72771,2472.566667,0.01080617,30.22,5.533333333,64.80666733,59.873333,92143333.33
1962,3,7/1/62,3575.07,1.228507768,6.00398,2485.866667,0.005379026,30.30666667,5.566666667,57.36666633,57.873333,72483333.33
1962,4,10/1/62,3586.827,0.328860694,4.30701,2507.9,0.008863441,30.38,5.533333333,58.34999933,60.62666533,85193333.33
1963,1,1/1/63,3625.981,1.091605477,3.59786,2529.7,0.008692532,30.47666667,5.766666667,64.56666567,65.686666,85283333.33
1963,2,4/1/63,3666.669,1.122123916,3.82214,2552.966667,0.009197402,30.53333333,5.733333333,69.05666867,69.990003,100646666.7
1963,3,7/1/63,3747.278,2.198425874,4.81691,2580.9,0.010941519,30.72,5.5,70.33333333,71.109998,91526666.67
1963,4,10/1/63,3771.845,0.655595875,5.15826,2622.966667,0.016299224,30.80333333,5.566666667,72.98000067,74.08666733,105003333.3
1964,1,1/1/64,3851.366,2.108278575,6.21584,2674.266667,0.019558007,30.93,5.466666667,76.62000033,77.94000233,106163333.3
1964,2,4/1/64,3893.296,1.088704631,6.18073,2746.4,0.026973127,30.98,5.2,79.603335,80.506668,106263333.3
1964,3,7/1/64,3954.121,1.56230094,5.51982,2782.166667,0.013023109,31.05,5,82.23333467,83.063334,98213333.33
1964,4,10/1/64,3966.335,0.308892925,5.15636,2813.866667,0.011393997,31.19333333,4.966666667,84.48666633,84.67666633,101400000
1965,1,1/1/65,4062.311,2.41976535,5.47715,2846.966667,0.011763173,31.29,4.9,86.57999933,87.05000067,115413333.3
1965,2,4/1/65,4113.629,1.263271079,5.65929,2879.066667,0.011275158,31.49,4.666666667,87.89666767,87.21666733,119156666.7
1965,3,7/1/65,4205.086,2.223268068,6.34692,2957.8,0.027346825,31.58333333,4.366666667,85.51333367,87.459999,116466666.7
1965,4,10/1/65,4301.973,2.304043247,8.46217,3017.333333,0.020127572,31.75,4.1,91.32999933,92.153333,167416666.7
1966,1,1/1/66,4406.693,2.434231921,8.47749,3047.233333,0.009909412,32.04666667,3.866666667,92.176666,91.11000033,180020000
1966,2,4/1/66,4421.747,0.341616718,7.49017,3055.266667,0.002636271,32.33666667,3.833333333,88.806666,87.30999767,165966666.7
1966,3,7/1/66,4459.195,0.846905081,6.0429,3092.6,0.012219337,32.61666667,3.766666667,81.77999867,79.08666467,134090000
1966,4,10/1/66,4495.777,0.820372287,4.505,3128.833333,0.01171614,32.88333333,3.7,79.06999733,80.32666533,152353333.3
1967,1,1/1/67,4535.591,0.885586629,2.92505,3176.066667,0.015096149,32.96666667,3.833333333,84.573334,87.86333233,205000000
1967,2,4/1/67,4538.37,0.061270957,2.63749,3201.266667,0.007934342,33.16666667,3.833333333,91.096667,91.24333433,206220000
1967,3,7/1/67,4581.309,0.946132642,2.73848,3231.7,0.009506654,33.5,3.8,93.00999933,95.03333267,209830000
1967,4,10/1/67,4615.853,0.754020303,2.67086,3255.333333,0.007312973,33.86666667,3.9,94.67000067,94.59000133,221890000
1968,1,1/1/68,4709.993,2.039493025,3.84519,3309.533333,0.016649601,34.2,3.733333333,92.69,90.59999867,209920000
1968,2,4/1/68,4788.688,1.670809277,5.51559,3364.033333,0.016467579,34.53333333,3.566666667,95.76333367,98.57333367,281563333.3
1968,3,7/1/68,4825.799,0.774972184,5.33668,3374.8,0.003200523,35,3.533333333,98.726667,99.75666567,221573333.3
1968,4,10/1/68,4844.779,0.393302746,4.95956,3400.866667,0.007723915,35.43333333,3.4,104.8166683,105.213336,263843333.3
1969,1,1/1/69,4920.605,1.565107511,4.4716,3409.3,0.00247976,35.86666667,3.4,101.6666667,100.8833337,224400000
1969,2,4/1/69,4935.564,0.304007332,3.06714,3442.6,0.009767401,36.43333333,3.433333333,102.8866677,101.62,242880000
1969,3,7/1/69,4968.164,0.660512152,2.95008,3512.866667,0.02041093,36.93333333,3.566666667,95.04666633,93.486669,216360000
1969,4,10/1/69,4943.935,-0.487685189,2.04666,3539.7,0.007638586,37.5,3.566666667,94.68333467,94.32999967,265353333.3
1970,1,1/1/70,4936.594,-0.148484962,0.32494,3576.9,0.010509365,38.1,4.166666667,88.85999833,88.049998,220783333.3
1970,2,4/1/70,4943.6,0.141919712,0.16282,3621.066667,0.01234775,38.63333333,4.766666667,82.56666567,76.93000033,235920000
1970,3,7/1/70,4989.159,0.92157537,0.42259,3678.933333,0.015980558,39.03333333,5.166666667,77.43000033,81.290001,249906666.7
1970,4,10/1/70,4935.693,-1.071643538,-0.16671,3670.1,-0.002401058,39.6,5.833333333,84.91666667,87.533333,275633333.3
1971,1,1/1/71,5069.746,2.715991452,2.69724,3743.3,0.019944961,39.93333333,5.933333333,94.92666633,97.646665,369853333.3
1971,2,4/1/71,5097.179,0.541111922,3.10662,3797.766667,0.014550441,40.3,5.9,101.296664,100.759997,337510000
1971,3,7/1/71,5139.128,0.822984635,3.0059,3817.666667,0.005239922,40.7,6.033333333,97.923335,97.649999,279493333.3
1971,4,10/1/71,5151.245,0.2357793,4.36721,3862.2,0.011665066,41,5.933333333,95.519999,96.769999,311390000
1972,1,1/1/72,5245.974,1.838953496,3.47607,3879.9,0.00458288,41.33333333,5.766666667,104.1999993,105.903333,386466666.7
1972,2,4/1/72,5365.045,2.269759629,5.25518,3920.166667,0.010378274,41.6,5.7,108.1333313,108.113332,339450000
1972,3,7/1/72,5415.712,0.94439096,5.38192,3996.4,0.019446452,41.93333333,5.566666667,108.539998,109.676666,297340000
1972,4,10/1/72,5506.396,1.674461271,6.89447,4156.566667,0.040077737,42.36666667,5.366666667,112.9333343,115.4333343,355866666.7
1973,1,1/1/73,5642.669,2.474812927,7.56189,4188.1,0.007586389,43.03333333,4.933333333,115.2566657,113.0766653,351780000
1973,2,4/1/73,5704.098,1.088651487,6.31967,4223.433333,0.008436602,43.93333333,4.933333333,107.8133317,105.3933333,294650000
1973,3,7/1/73,5674.1,-0.525902605,4.77108,4242.533333,0.004522387,44.8,4.8,105.5066653,106.966667,303770000
1973,4,10/1/73,5727.96,0.949225428,4.02376,4288.933333,0.010936862,45.93333333,4.766666667,104.1833343,100.600001,402393333.3
1974,1,1/1/74,5678.713,-0.859765082,0.63878,4217.933333,-0.016554233,47.3,5.133333333,96.78000133,95.59000133,309853333.3
1974,2,4/1/74,5692.21,0.237677093,-0.20841,4178.6,-0.009325262,48.56666667,5.2,90.52333333,87.86333233,258253333.3
1974,3,7/1/74,5638.411,-0.945133788,-0.62898,4182.333333,8.93E-04,49.93333333,5.633333333,79.15333333,71.666667,278080000
1974,4,10/1/74,5616.526,-0.388141269,-1.94544,4176.666667,-0.001354906,51.46666667,6.6,69.080002,70.81000033,326346666.7
1975,1,1/1/75,5548.156,-1.217300516,-2.29906,4170.5,-0.001476457,52.56666667,8.266666667,75.74000033,80.64333333,436600000
1975,2,4/1/75,5587.8,0.714543715,-1.83426,4363.4,0.046253447,53.2,8.866666667,87.326668,91.21333567,451946666.7
1975,3,7/1/75,5683.444,1.71165754,0.79868,4299.9,-0.014552872,54.26666667,8.466666667,90.273333,86.5,332756666.7
1975,4,10/1/75,5759.972,1.346507505,2.554,4333.7,0.007860648,55.26666667,8.3,88.05000067,90.156667,344440000
1976,1,1/1/76,5889.5,2.248760931,6.15239,4385.866667,0.012037443,55.9,7.733333333,96.92000067,101.1133323,587186666.7
1976,2,4/1/76,5932.711,0.73369556,6.17257,4410.8,0.005684927,56.4,7.566666667,101.5299987,102.0333327,388466666.7
1976,3,7/1/76,5965.265,0.548720475,4.95863,4445.233333,0.007806596,57.3,7.733333333,103.543335,103.8633347,385063333.3
1976,4,10/1/76,6008.504,0.724846256,4.31481,4473.466667,0.006351373,58.13333333,7.766666667,103.4133327,104.153333,425653333.3
1977,1,1/1/77,6079.494,1.181492099,3.22598,4483.5,0.002242854,59.2,7.5,103.1033327,100.089999,444916666.7
1977,2,4/1/77,6197.686,1.944109164,4.46634,4525.566667,0.009382551,60.23333333,7.133333333,97.660001,98.34666933,438010000
1977,3,7/1/77,6309.514,1.80435085,5.77089,4588.433333,0.013891446,61.06666667,6.9,98.69999933,97.38333133,423266666.7
1977,4,10/1/77,6309.652,0.002187173,5.01203,4676.166667,0.019120542,61.96666667,6.666666667,94.51666767,94.08999867,453040000
1978,1,1/1/78,6329.791,0.319177666,4.11707,4712.933333,0.007862565,63.03333333,6.333333333,90.463333,88.5,431440000
1978,2,4/1/78,6574.39,3.86425081,6.07814,4762.833333,0.010587886,64.46666667,6,94.42333233,96.533333,712546666.7
1978,3,7/1/78,6640.497,1.005522946,5.24578,4799.8,0.007761487,65.96666667,6.033333333,99.83333333,102.1700007,692910000
1978,4,10/1/78,6729.755,1.344146379,6.6581,4831.4,0.006583608,67.5,5.9,97.22666667,94.65333333,563130000
1979,1,1/1/79,6741.854,0.179783662,6.5099,4889.8,0.012087594,69.2,5.866666667,97.44,99.266665,580413333.3
1979,2,4/1/79,6749.063,0.106929044,2.65687,4845.8,-0.008998323,71.4,5.7,100.8000007,101.2500027,660033333.3
1979,3,7/1/79,6799.2,0.742873492,2.38993,4867.766667,0.004533135,73.7,5.866666667,105.3466673,107.4833327,739910000
1979,4,10/1/79,6816.203,0.250073538,1.28456,4876.133333,0.00171879,76.03333333,5.966666667,105.7233353,105.3066687,740596666.7
1980,1,1/1/80,6837.641,0.314515281,1.42078,4892.966667,0.003452189,79.03333333,6.3,111.9200033,109.9700013,997073333.3
1980,2,4/1/80,6696.753,-2.060476705,-0.77507,4850.066667,-0.008767687,81.7,7.333333333,106.5399983,110.589999,756240000
1980,3,7/1/80,6688.794,-0.118848642,-1.62381,4904.5,0.011223213,83.23333333,7.666666667,119.4299977,123.169998,1015046667
1980,4,10/1/80,6813.535,1.864925127,-0.03914,4972,0.013762871,85.56666667,7.4,131.1500013,134.5833333,1015183333
1981,1,1/1/81,6947.042,1.959438089,1.59998,4965.1,-0.001387772,87.93333333,7.433333333,132.1699983,132.2733357,982120000
1981,2,4/1/81,6895.559,-0.741078001,2.96869,4970.9,0.001168154,89.76666667,7.4,133.799998,132.2033337,1043290000
1981,3,7/1/81,6978.135,1.197524378,4.32576,5078.066667,0.021558806,92.26666667,7.4,128.3066687,123.2966663,944553333.3
1981,4,10/1/81,6902.105,-1.089546132,1.29991,5083.7,0.001109346,93.76666667,8.233333333,121.6266653,123.5966667,981650000
1982,1,1/1/82,6794.878,-1.55354055,-2.19034,5095.966667,0.002412941,94.6,8.833333333,118.4900007,115.1566673,1069740000
1982,2,4/1/82,6825.876,0.456196565,-1.01055,5126.766667,0.006043996,95.96666667,9.433333333,113.2966663,112.6433333,1091160000
1982,3,7/1/82,6799.781,-0.382295254,-2.5559,5151.333333,0.004791844,97.63333333,9.9,112.2499977,115.673332,1455333333
1982,4,10/1/82,6802.497,0.039942463,-1.44315,5167.5,0.003138346,97.93333333,10.66666667,130.8933337,137.6299997,1869226667
1983,1,1/1/83,6892.144,1.317854311,1.43146,5216.233333,0.009430737,98,10.36666667,144.669998,148.773336,1791656667
1983,2,4/1/83,7048.982,2.275605385,3.26853,5252.433333,0.006939874,99.13333333,10.13333333,159.9033357,164.819997,1904620000
1983,3,7/1/83,7189.896,1.999068802,5.73717,5331.166667,0.014989878,100.1,9.366666667,164.949997,164.343333,1678803333
1983,4,10/1/83,7339.893,2.086219328,7.89998,5449.933333,0.0222778,101.1,8.533333333,165.3033343,164.9599967,1819363333
1984,1,1/1/84,7483.371,1.95476964,8.57827,5558.633333,0.019945198,102.5333333,7.866666667,161.7999983,159.8833317,2001130000
1984,2,4/1/84,7612.668,1.727790858,7.9967,5651.133333,0.016640781,103.5,7.433333333,156.593333,154.593333,1823316667
1984,3,7/1/84,7686.059,0.96406411,6.90084,5725.733333,0.013200892,104.4,7.433333333,156.8333337,161.1466677,1985926667
1984,4,10/1/84,7749.151,0.820862811,5.5758,5772.466667,0.008161982,105.3,7.3,165.256668,165.6366677,1882836667
1985,1,1/1/85,7824.247,0.969086807,4.55511,5757.566667,-0.002581219,106.2666667,7.233333333,176.0033317,180.4900007,2340473333
1985,2,4/1/85,7893.136,0.880455333,3.68423,5869.533333,0.019446873,107.2333333,7.3,183.3466697,187.0766703,2149740000
1985,3,7/1/85,8013.674,1.527124327,4.26246,5851.233333,-0.003117795,107.9,7.2,190.4666697,187.2100017,2082143333
1985,4,10/1/85,8073.239,0.743292028,4.18224,5913.1,0.010573269,109,7.033333333,191.350001,201.0900013,2597663333
1986,1,1/1/86,8148.603,0.933503889,4.14552,5990.833333,0.013145953,109.5666667,7.033333333,216.6599987,225.8666637,2997570000
1986,2,4/1/86,8185.303,0.450383949,3.70153,6067.433333,0.012786201,109.0333333,7.166666667,240.1533303,244.570002,2856746667
1986,3,7/1/86,8263.639,0.957032379,3.11923,6106.233333,0.006394796,109.7,6.966666667,246.5733287,240.1233317,2966033333
1986,4,10/1/86,8308.021,0.537075736,2.90815,6115.466667,0.001512116,110.4666667,6.833333333,241.5033363,245.1233317,3072813333
1987,1,1/1/87,8369.93,0.745171443,2.71613,6171.833333,0.009217067,111.8,6.6,266.806666,283.3266703,3830426667
1987,2,4/1/87,8460.233,1.078897912,3.35882,6113.8,-0.009402933,113.0666667,6.266666667,289.5666603,294.1533303,3648133333
1987,3,7/1/87,8533.635,0.867612039,3.26728,6223.433333,0.01793211,114.2666667,6,317.4733277,323.429993,3917333333
1987,4,10/1/87,8680.162,1.717052581,4.4793,6307.333333,0.013481305,115.3333333,5.833333333,267.9599967,243.056666,4536926667
1988,1,1/1/88,8725.006,0.516626303,4.24228,6399.9,0.014676038,116.2333333,5.7,257.3233337,261.2600097,3746970000
1988,2,4/1/88,8839.641,1.313867291,4.4846,6465.8,0.010297036,117.5666667,5.466666667,260.8033347,265.6633303,3599613333
1988,3,7/1/88,8891.435,0.585928772,4.19282,6528.2,0.009650778,119,5.466666667,269.0166627,268.4833273,3241796667
