year,average_gdp
1948,1.242603485211263
1952,0.6686020923081244
1956,0.11603162285687132
1960,0.7323951816438066
1964,1.5864280484826667
1968,1.4950914957029044
1972,1.6843680283618325
1976,1.177058988905241
1980,-0.6216033555475737
1984,1.5488748694152923
1988,0.8054741221222533
1992,1.0898923114839545
1996,1.1045952077646177
2000,0.7754933695491174
2004,0.7470505746851033
2008,-0.19988944579274534
2012,0.44938082876759766
2016,0.47424260812093066
2020,-5.378685232144065
